11075	Japanese encephalitis virus strain JAOARS982
11076	Japanese encephalitis virus strain Nakayama
11077	Kunjin virus
11078	Kunjin virus (STRAIN MRM61C)
11079	Murray Valley encephalitis virus
11080	Saint Louis encephalitis virus
11081	St. Louis encephalitis virus (strain MS1-7)
11082	West Nile virus
11083	Powassan virus
11084	Tick-borne encephalitis virus
11085	Langat virus
11086	Louping ill virus
11087	Tick-borne encephalitis virus (STRAIN SOFJIN)
11088	Tick-borne encephalitis virus (WESTERN SUBTYPE)
11089	Yellow fever virus
11090	Yellow fever virus 17D
11092	Kumlinge virus
11094	Negishi virus
11103	Hepacivirus C
11104	Hepatitis C virus (isolate 1)
11105	Hepatitis C virus (isolate BK)
11106	Hepatitis C virus (isolate EC10)
11107	Hepatitis C virus (isolate EC1)
11108	Hepatitis C virus (isolate H)
11109	Hepatitis C virus HCT27
11110	Hepatitis C virus HCT18
11111	Hepatitis C virus HC-J2
11112	Hepatitis C virus HC-J5
11113	Hepatitis C virus isolate HC-J6
11114	Hepatitis C virus HC-J7
11115	Hepatitis C virus isolate HC-J8
11116	Hepatitis C virus (isolate Japanese)
11117	Hepatitis C virus (isolate TH)
11137	Human coronavirus 229E
11162	Mumps virus strain Edinburgh 2
11163	Mumps virus strain Edinburgh 4
11164	Mumps virus strain Edinburgh 6
11165	Mumps virus strain Matsuyama
11166	Mumps virus strain Belfast
11167	Mumps virus strain Enders
11168	Mumps virus strain Jeryl Lynn
11169	Mumps virus strain Kilham
11170	Mumps virus Bristol 1
11171	Mumps virus Miyahara vaccine
11172	Mumps virus strain RW
11173	Mumps virus strain SBL-1
11174	Mumps virus strain Takahashi
11175	Mumps virus strain Urabe vaccine AM9
11210	Human parainfluenza virus 1 (C39)
11211	HPIV-1 (human/Washington/1957)
11213	Human parainfluenza virus 2 (strain Greer)
11214	Human parainfluenza virus 2 (strain Toshiba)
11216	Human respirovirus 3
11217	Human parainfluenza 3 virus (strain NIH 47885)
11218	Human parainfluenza 3 virus (strain AUS/124854/74)
11219	Human parainfluenza 3 virus (strain TEX/545/80)
11220	Human parainfluenza 3 virus (strain TEX/9305/82)
11221	Human parainfluenza 3 virus (strain TEX/12677/83)
11222	Human parainfluenza 3 virus (strain WASH/641/79)
11223	Human parainfluenza 3 virus (strain WASH/1511/73)
11224	Human parainfluenza virus 4a
11225	Human parainfluenza virus 4a (strain Toshiba)
11226	Human parainfluenza virus 4b
11227	Human parainfluenza virus 4b (strain 68-333)
11234	Measles morbillivirus
11235	Measles virus strain Edmonston
11236	Measles virus strain Halle
11237	Measles virus strain IP-3-CA
11238	Measles virus strain HU2
11239	Measles virus strain Yamagata-1
11250	Human orthopneumovirus
11251	Human respiratory syncytial virus (subgroup B / strain 18537)
11252	Human respiratory syncytial virus (strain RSB642)
11253	Human respiratory syncytial virus (strain RSB1734)
11254	Human respiratory syncytial virus (strain RSB5857)
11255	Human respiratory syncytial virus (strain RSB6190)
11256	Human respiratory syncytial virus (strain RSB6256)
11257	Human respiratory syncytial virus (strain RSB6614)
11258	Human respiratory syncytial virus (subgroup B / strain 8/60)
11259	Human respiratory syncytial virus A2
11260	Human respiratory syncytial virus A strain Long
11261	Human respiratory syncytial virus strain RSS-2
11269	Marburg marburgvirus
11272	Chandipura virus
11273	Chandipura virus I653514
11277	Vesicular stomatitis Indiana virus
11278	Vesicular stomatitis Indiana virus strain Glasgow
11279	Vesicular stomatitis Indiana virus strain Mudd-Summers
11284	Vesicular stomatitis Indiana virus strain Orsay
11285	Vesicular stomatitis Indiana virus strain San Juan
11292	Lyssavirus rabies
11293	Rabies virus AVO1
11294	Rabies virus CVS-11
11295	Rabies virus ERA
11296	Rabies virus HEP-FLURY
11297	Rabies virus PM
11298	Rabies virus Nishigahara RCEH
11300	Rabies virus SAD B19
11318	Thogotovirus dhoriense
11319	Dhori virus (strain Indian/1313/61)
11553	Influenza C virus (C/Ann Arbor/1/50)
11577	La Crosse virus
11578	La Crosse virus L74
11580	Snowshoe hare virus
11583	HoJo virus
11587	Punta Toro virus
11588	Rift Valley fever virus
11590	Toscana virus
11591	Uukuniemi virus
11594	Crimean-Congo hemorrhagic fever virus (isolate C68031)
11601	Hantaan virus Lee
11602	Hantaan virus 76-118
11605	Puumala virus Hallnas B1
11606	Puumala virus - Sotkamo
11607	Sapporo rat virus
11610	Seoul virus SR11
11620	Lassa mammarenavirus
11621	Lassa virus GA391
11622	Lassa virus Josiah
11623	Lymphocytic choriomeningitis mammarenavirus
11624	Lymphocytic choriomeningitis virus (strain Armstrong)
11625	Lymphocytic choriomeningitis virus (strain Pasteur)
11626	Lymphocytic choriomeningitis virus (strain Traub)
11627	Lymphocytic choriomeningitis virus (strain WE)
11628	Machupo mammarenavirus
11641	Human foamy virus
11644	Simian foamy virus (TYPE 3 / STRAIN LK3)
11676	Human immunodeficiency virus 1
11678	Human immunodeficiency virus type 1 BH10
11679	Human immunodeficiency virus type 1 (CLONE 12)
11680	Human immunodeficiency virus type 1 (ZAIRE 3 ISOLATE)
11681	Human immunodeficiency virus type 1 (Z-84 ISOLATE)
11682	Human immunodeficiency virus type 1 (BH5 ISOLATE)
11683	Human immunodeficiency virus type 1 (Z2/CDC-Z34 ISOLATE)
11684	Human immunodeficiency virus type 1 (BH8 ISOLATE)
11685	HIV-1 M:B_ARV2/SF2
11686	Human immunodeficiency virus type 1 (BRU ISOLATE)
11687	Human immunodeficiency virus type 1 (CDC-451 ISOLATE)
11688	Human immunodeficiency virus type 1 (JRCSF ISOLATE)
11689	Human immunodeficiency virus type 1 (ELI ISOLATE)
11690	Human immunodeficiency virus type 1 (SF33 ISOLATE)
11691	Human immunodeficiency virus type 1 (SF162 ISOLATE)
11692	Human immunodeficiency virus type 1 (ZAIRE HZ321 ISOLATE)
11693	Human immunodeficiency virus type 1 (BRAIN ISOLATE)
11694	Human immunodeficiency virus type 1 (JH3 ISOLATE)
11695	Human immunodeficiency virus type 1 (NDK ISOLATE)
11696	HIV-1 M:B_MN
11697	Human immunodeficiency virus type 1 (MAL ISOLATE)
11698	Human immunodeficiency virus type 1 (NEW YORK-5 ISOLATE)
11699	Human immunodeficiency virus type 1 (OYI ISOLATE)
11701	Human immunodeficiency virus type 1 (RF/HAT ISOLATE)
11702	Human immunodeficiency virus type 1 (SC ISOLATE)
11703	Human immunodeficiency virus type 1 (STRAIN UGANDAN / ISOLATE U455)
11704	Human immunodeficiency virus type 1 (MFA ISOLATE)
11705	Human immunodeficiency virus type 1 (WMJ2 ISOLATE)
11706	HIV-1 M:B_HXB2R
11707	Human immunodeficiency virus type 1 (HXB3 ISOLATE)
11708	Human immunodeficiency virus type 1 (ZAIRE 6 ISOLATE)
11709	Human immunodeficiency virus 2
11713	Human immunodeficiency virus type 2 (ISOLATE D194)
11714	Human immunodeficiency virus type 2 (ISOLATE BEN)
11715	Human immunodeficiency virus type 2 (ISOLATE CAM2)
11716	Human immunodeficiency virus type 2 (ISOLATE D205,7)
11717	Human immunodeficiency virus type 2 (ISOLATE GHANA-1)
11718	Human immunodeficiency virus type 2 (ISOLATE SBLISY)
11719	Human immunodeficiency virus type 2 (ISOLATE NIH-Z)
11720	Human immunodeficiency virus type 2 (ISOLATE ROD)
11721	Human immunodeficiency virus type 2 (ISOLATE ST)
11837	Xenotropic murine leukemia virus
11908	Human T-cell leukemia virus type I
11909	Human T-lymphotropic virus 2
11926	Human T-cell lymphotrophic virus type 1 (strain ATK)
11927	Human T-cell lymphotrophic virus type 1 (Caribbean isolate)
11928	Human T-cell lymphotrophic virus type 1 (isolate MT-2)
11963	Human spumaretrovirus
11965	Simian foamy virus 3
11983	Norwalk virus
11984	Southampton virus
12060	Echovirus E9
12062	Echovirus E6
12063	Human parechovirus 1
12067	Coxsackievirus A9
12068	Human coxsackievirus A9 (strain Griggs)
12069	Coxsackievirus A21
12070	Human coxsackievirus A21 Coe
12071	Coxsackievirus B1
12072	Coxsackievirus B3
12073	Coxsackievirus B4
12074	Coxsackievirus B5
12075	Swine vesicular disease virus
12076	Swine vesicular disease virus (STRAIN H/3 '76)
12077	Swine vesicular disease virus (STRAIN UKG/27/72)
12078	Echovirus E11
12079	unidentified poliovirus
12080	Poliovirus 1
12081	Human poliovirus 1 Mahoney
12082	Human poliovirus 1 strain Sabin
12083	Poliovirus 2
12084	Poliovirus type 2 strain Lansing
12085	Poliovirus type 2 strain W-2
12086	Poliovirus 3
12087	Poliovirus type 3 (strain 23127)
12088	Poliovirus type 3 (strains P3/LEON/37 AND P3/LEON 12A[1]B)
12089	Coxsackievirus A24
12090	enterovirus D70
12092	Hepatovirus A
12093	Human hepatitis A virus Shanghai/LCDC-1/1984
12097	Human hepatitis A virus Hu/Costa Rica/CR326/1960
12098	Human hepatitis A virus Hu/Australia/HM175/1976
12099	Human hepatitis A virus Hu/Los Angelos/LA/1975
12100	Human hepatitis A virus Hu/Northern Africa/MBB/1978
12101	Simian hepatitis A virus
12102	Simian hepatitis A virus Cercopithecus/Kenya/AGM-27/1985
12104	Encephalomyocarditis virus
12105	Encephalomyocarditis virus strain emc-b nondiabetogenic
12106	Encephalomyocarditis virus strain emc-d diabetogenic
12107	Mengo virus
12130	rhinovirus A2
12131	rhinovirus B14
12132	rhinovirus A89
12134	Human rhinovirus 1A
12135	rhinovirus A23
12456	Human astrovirus 1
12468	Maus-Elberfeld virus
12475	Hepatitis delta virus
12509	Human herpesvirus 4 type 2
12538	Lyssavirus mokola
12542	Omsk hemorrhagic fever virus
12557	Seoul virus 80-39
12578	Rotavirus str. I321
12584	Avian rotavirus Ty-1
12637	Dengue virus
12701	Human astrovirus 2
12721	Human immunodeficiency virus
12730	Human respirovirus 1
12814	Respiratory syncytial virus
12870	Variola major virus
28275	Human adenovirus D10
28276	Human adenovirus 15
28278	Human adenovirus 19
28280	Human adenovirus E4
28282	Human adenovirus 12
28284	Human adenovirus 40
28285	Human adenovirus 5
28311	Human papillomavirus type 63
28312	Human papillomavirus 65
28313	BK virus variant RF
28326	Lamb rotavirus
28332	Human T-lymphotropic virus 3
28875	Rotavirus A
31512	Hepatitis B virus adr/mutant
31513	Hepatitis B virus adr/NC-1
31514	Hepatitis B virus adw/Philippino/PFDW294
31515	Hepatitis B virus adw2 variant SF
31525	Human herpesvirus 4 strain CAO
31531	Vaccinia virus L-IPV
31544	Human adenovirus 16
31545	Human adenovirus D8
31546	Human papillomavirus type 14D
31547	human papillomavirus 20
31548	human papillomavirus 21
31551	Human papillomavirus type 35H
31552	Human papillomavirus type 6
31563	Avian rotavirus A
31565	Human rotavirus (group C / strain 88-220)
31566	Human rotavirus (group C / strain Belem)
31567	Human rotavirus C/Bristol
31568	Human rotavirus (group C / strain Preston)
31569	Human rotavirus (serotype 2 / strain RV-5)
31570	Human rotavirus 1 strain RV4
31571	Rotavirus A human/A28/G10
31574	Human rotavirus (strain IGV-80-3)
31577	Porcine rotavirus (serotype 3 / strain AT/76)
31578	Porcine rotavirus (serotype 3 / strain CRW-8)
31579	Porcine rotavirus (serotype 4 / strain BEN-144)
31580	Porcine rotavirus (serotype 4 / strain BMI-1)
31581	Porcine rotavirus serotype 5/strain TFR-41
31583	Bovine rotavirus (serotype 1 / STRAIN T449)
31587	Bovine rotavirus (strain KN-4)
31588	Bovine rotavirus C
31589	Avian rotavirus Ty-2
31590	Equine rotavirus A
31591	Rabbit rotavirus A
31605	Human parainfluenza virus 1 (C35)
31606	Human parainfluenza 1 virus (strain CI-14/83)
31607	Human parainfluenza 1 virus (strain CI-5/73)
31613	Rabies virus strain Street
31617	Hantaan virus B-1
31619	Seoulvirus Baltimore
31620	Seoul virus R22
31621	Four Corners hantavirus
31631	Human coronavirus OC43
31634	Dengue virus 2 Thailand/16681/84
31635	Dengue virus 2 16681-PDK53
31636	Dengue virus 2 China/D2-04
31637	Dengue virus 2 Thailand/TH-36/1958
31638	Langat virus (strain TP21)
31639	Langat virus (strain Yelantsev)
31640	Louping ill virus (strain SB 526)
31641	Yellow fever virus 1899/81
31642	Hepatitis C virus (isolate HC-JT)
31643	Hepatitis C virus HCV-476
31644	Hepatitis C virus HCV-KF
31645	Hepatitis C virus (isolate Taiwan)
31647	Hepatitis C virus subtype 1b
31648	Hepatitis C virus subtype 1c
31649	Hepatitis C virus subtype 2a
31650	Hepatitis C virus subtype 2b
31651	Hepatitis C virus subtype 2c
31653	Hepatitis C virus subtype 4a
31654	Hepatitis C virus subtype 5a
31655	Hepatitis C virus subtype 6a
31678	Human immunodeficiency virus type 1 (WMJ1 isolate)
31681	Human immunodeficiency virus type 2 (isolate ST/24.1C#2)
31699	Ockelbo virus
31702	Mengo encephalomyocarditis virus (strain 37A)
31704	Coxsackievirus A16
31705	Echovirus 11 (strain Gregory)
31706	Human hepatitis A virus Hu/Georgia/GA76/1976
31707	Simian hepatitis A virus Macaca/Philippines/CY-145/1988
31708	rhinovirus A16
31762	Hepatitis delta virus (ISOLATE D380)
31763	Hepatitis delta virus (ISOLATE LEBANON-1)
31764	Hepatitis delta virus (isolate woodchuck)
31766	Hepatitis E virus (isolate rhesus)
31767	Hepatitis E virus (strain Burma)
31768	Hepatitis E virus (strain Mexico)
31769	Hepatitis E virus (strain Myanmar)
31915	Human enterovirus 70 (strain J670/71)
32603	Human betaherpesvirus 6A
32604	Human betaherpesvirus 6B
32605	Buffalopox virus
32606	Rabbitpox virus
32608	Human adenovirus 21
32614	Convict Creek 107 virus
33722	Human rotavirus (serotype G / strain RK9)
33723	Bovine rotavirus Shintoku strain
33727	Marburg virus - Musoke, Kenya, 1980
33728	Lake Victoria marburgvirus - Popp
33729	Mumps virus strain SBL
33731	Hantaan-like virus DX
33741	Dengue virus 1 Singapore/S275/1990
33743	Kyasanur Forest disease virus
33745	Hepatitis C virus genotype 4
33746	Hepatitis C virus genotype 5
33750	Hawaii calicivirus
33751	Maryland calicivirus 1
33752	Maryland calicivirus 6
33753	Saratoga calicivirus 7
33755	Desert Shield virus
33757	Coxsackievirus A2
33774	Hepatitis E virus (strain Pakistan)
35261	Human adenovirus 34a
35262	Human adenovirus type 35p
35263	Human adenovirus 4a
35266	Simian adenovirus 23
35274	Human immunodeficiency virus 3
35279	Meaban virus
35293	Echovirus E12
35294	Echovirus E2
35295	Echovirus E4
35300	Human astrovirus 4
35304	Bunyamwera virus
35310	Bwamba orthobunyavirus
35333	Bovine rotavirus A
35336	Rotavirus G4
35337	Canine rotavirus
35514	Keystone virus
35515	Melao virus
35740	Human astrovirus 3
35741	Human astrovirus 5
36345	Human alphaherpesvirus 1 strain R-15
36346	Human alphaherpesvirus 1 strain R19
36351	Human herpesvirus 6 strain Z29
36352	Human herpesvirus 4 type 1
36368	Human T-cell lymphotropic virus type 2b
36375	Human immunodeficiency virus type 1 (KB-1 isolate)
36376	Human immunodeficiency virus type 1 (NIT-A isolate)
36382	Venezuelan equine encephalitis virus (strain 3880)
36383	Venezuelan equine encephalitis virus (strain Everglades FE3-7C)
36384	Venezuelan equine encephalitis virus (strain Mena II)
36385	Venezuelan equine encephalitis virus (strain P676)
36386	Louping ill virus (strain 31)
36387	Louping ill virus (strain K)
36388	Louping ill virus (strain Negishi 3248/49/P10)
36389	Louping ill virus (strain Norway)
36390	Hepatitis C virus (isolate Hunan)
36404	Human coxsackievirus A24 EH24/70
36408	Measles virus strain AIK-C
36412	Human parainfluenza 1 virus (strains A1426 / 86-315 / 62M-753)
36427	Rotavirus C
36432	Human rotavirus II type 1
36433	Porcine rotavirus G11
36434	Simian 11 rotavirus (serotype 3 / strain SA11-Patton)
36435	Simian 11 rotavirus (serotype 3 / strain SA11-Ramig)
36436	Simian rotavirus A/SA11-4F
36439	Bovine rotavirus strain NCDV/G6
36440	Bovine rotavirus A5/G8
36441	Equine rotavirus L338/G13
36443	Equine rotavirus (serotype 14 / strain FI-23)
36452	Stealth virus 1
37106	Human alphaherpesvirus 1 strain CVG-2
37107	Human alphaherpesvirus 1 strain MGH-10
37111	Human papillomavirus 28
37112	Human papillomavirus 29
37114	Human papillomavirus type 55
37115	human papillomavirus 59
37116	Human papillomavirus type 61
37119	human papillomavirus 66
37120	human papillomavirus 67
37121	human papillomavirus 69
37122	Human papillomavirus type 6a
37124	Chikungunya virus
37129	Southampton virus (serotype 3)
37130	Human astrovirus 6
37132	Rabies virus Ontario fox
37136	Human rotavirus (strain MC35)
37137	Simian rotavirus A/SA11-both
37141	Small round structured virus
37296	Human gammaherpesvirus 8
37324	Rotavirus B37
37754	Human papillomavirus unidentified type (ICPX1)
37755	Human papillomavirus unidentified type (RTRX1)
37756	Human papillomavirus unidentified type (RTRX2)
37757	Human papillomavirus unidentified type (RTRX3)
37758	Human papillomavirus unidentified type (RTRX4)
37759	Human papillomavirus unidentified type (RTRX5)
37760	Human papillomavirus unidentified type (RTRX6)
37814	Human T-cell lymphotropic virus type 2a
37954	Human papillomavirus 22
37955	Human papillomavirus 23
37956	human papillomavirus 24
37957	human papillomavirus 36
37958	Human papillomavirus 37
37959	Human papillomavirus 38
38416	Simian adenovirus 19
38767	Lyssavirus duvenhage
38804	Yaba monkey tumor virus
38837	Banzi virus
38950	Human astrovirus 7
38998	Puumala virus strain berkel
38999	Puumala virus evo/12cg/93
39000	Puumala virus k27
39001	Puumala virus p360
39002	Puumala virus sotkamo/v-2969/81
39003	Puumala virus udmurtia/894cg/91
39005	Rabies virus Ontario skunk
39008	Tick-borne powassan virus (strain lb)
39011	Human rotavirus serotype 1 / strain a91a
39012	Rotavirus A K8/G1
39013	Human rotavirus AU-1
39015	Human T-cell lymphotropic virus type 1 (african isolate)
39016	Human T-cell lymphotropic virus type 1 (north american isolate)
39054	Enterovirus A71
39085	Human parechovirus 2
39457	Human papillomavirus type 70
39641	Human adenovirus 48
39767	rhinovirus A11
40012	Saumarez Reef virus
40057	Lebombo virus
40058	Orungo virus
40064	Kemerovo virus
40271	Hepatitis C virus genotype 2
40280	Echovirus E5
40360	Hepatitis C virus subtype 1d
40361	Hepatitis C virus subtype 2d
40538	Human papillomavirus type 48
40539	Human papillomavirus type 50
40540	Human papillomavirus type 60
41846	Echovirus E30
41856	Hepatitis C virus genotype 1
42182	Hepatitis C virus genotype 6
42567	Rotavirus G9
42769	Coxsackievirus A10
42770	Coxsackievirus A11
42771	Coxsackievirus A12
42772	Coxsackievirus A13
42773	Coxsackievirus A14
42774	Coxsackievirus A15
42775	Coxsackievirus A17
42776	Coxsackievirus A18
42778	Coxsackievirus A19
42779	Coxsackievirus A1
42780	Human coxsackievirus A20a
42781	Human coxsackievirus A20b
42782	Coxsackievirus A20
42783	Coxsackievirus A22
42784	Coxsackievirus A3
42785	Coxsackievirus A4
42786	Coxsackievirus A5
42787	Coxsackievirus A7
42788	Coxsackievirus A8
42789	enterovirus D68
42791	Hepatitis C virus subtype 3b
42792	Hepatitis C virus subtype 3g
43358	Human astrovirus 8
44017	Alfuy virus
44019	Hepatitis C virus subtype 1e
44020	Hepatitis C virus subtype 1f
44021	Hepatitis C virus subtype 2f
44022	Hepatitis C virus subtype 4c
44023	Hepatitis C virus subtype 4f
44024	Kokobera virus
44027	Stratford virus
44128	rhinovirus A21
44129	rhinovirus A29
44130	rhinovirus B3
44131	rhinovirus A49
44132	rhinovirus A50
44133	rhinovirus A58
44134	rhinovirus A62
44135	rhinovirus A65
44136	rhinovirus A7
44137	rhinovirus B72
44269	Seoulvirus R22
44419	Sindbis-like virus
44572	Porcine rotavirus CN86
45101	Echovirus E25
45219	Guanarito mammarenavirus
45240	human papillomavirus 68
45408	Bovine rotavirus 993/83
45410	Hepatitis B virus adw4/Brazil/isolate w4b
45417	Rabbitpox virus Utrecht
45418	Rabies virus vnukovo-32
45659	Human adenovirus B3
45999	Echovirus E27
46018	Echovirus E7
46350	Adeno-associated virus - 3
46633	Echovirus E1
46839	Colorado tick fever virus
46921	Human adenovirus D13
46922	Human adenovirus 17
46923	Human adenovirus 20
46924	Human adenovirus 22
46925	Human adenovirus 23
46926	Human adenovirus 24
46927	Human adenovirus 25
46928	Human adenovirus 26
46929	Human adenovirus 27
46930	Human adenovirus 28
46931	Human adenovirus 29
46932	Human adenovirus 30
46933	Human adenovirus 32
46934	Human adenovirus 33
46935	Human adenovirus 39
46936	Human adenovirus 36
46937	Human adenovirus 42
46938	Human adenovirus 43
46939	Human adenovirus 44
46940	Human adenovirus 45
46941	Human adenovirus 46
46942	Human adenovirus 47
46943	Human adenovirus 38
47300	Turkish sheep encephalitis virus
47501	Echovirus E13
47502	Echovirus E14
47503	Echovirus E15
